ID zgłoszenia,Tytuł zgłoszenia,Deskrypcjon,Dopasowana reguła,Typ zgłoszenia,Data utworzenia zgłoszenia,Oczekiwany wynik,Pewność
1740,Błąd komunikacji RS232 z drukarką fiskalną - wymagany restart nie pomógł.,"Opis: Błąd komunikacji RS232 z drukarką fiskalną - wymagany restart nie pomógł. Działanie naprawcze: Sprawdzono połączenie kablowe RS232/USB. Podsumowanie: Mechanizm odblokowany, drukarka nie zgłasza błędów.",Drukarka fiskalna - Błąd pamięci,[System] Incident,02.11.2025 10:40:27,4,0.9
1741,Incydent: Uzupełnienie brakującego czasu pracy data wczorajsza pomyłka przy rejestracji - błąd powtarzalny. korekta czasu,"Opis: Incydent: Uzupełnienie brakującego czasu pracy data wczorajsza pomyłka przy rejestracji - błąd powtarzalny. korekta czasu Działanie naprawcze: Zweryfikowano obecność pracownika na monitoringu. Podsumowanie: Korekta wprowadzona, czas pracy zgodny.",RCP - Korekta czasu,[System] Service request,02.11.2025 09:32:20,4,0.9
1742,Awaria: Problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: Awaria: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,02.11.2025 15:41:43,0,0.0
1743,Bład procedury aktualizacji PLU błąd wersji bazy danych synchronizacja danych,Opis: Bład procedury aktualizacji PLU błąd wersji bazy danych synchronizacja danych Działanie naprawcze: Sprawdzono logi serwera i usunięto blokadę transakcji. Podsumowanie: Cennik zaktualizowany na wszystkich stanowiskach.,System - Opóźnienie replikacji,[System] Incident,02.11.2025 13:58:27,4,0.9
1744,Mysz bezprzewodowa nie paruje się z odbiornikiem,"Opis: Mysz bezprzewodowa nie paruje się z odbiornikiem Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,02.11.2025 13:06:15,0,0.0
1745,Awaria stacji dokującej laptopa - stanowisko nieczynne.,Opis: Awaria stacji dokującej laptopa - stanowisko nieczynne. Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,02.11.2025 09:03:08,0,0.0
1746,Zgłoszenie awarii: Zablokowane konto domenowe AD - wymagany restart nie pomógł.,Opis: Zgłoszenie awarii: Zablokowane konto domenowe AD - wymagany restart nie pomógł. Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,02.11.2025 12:38:00,0,0.0
1747,Zgłoszenie awarii: Nieudana aktualizacja systemu Windows,"Opis: Zgłoszenie awarii: Nieudana aktualizacja systemu Windows Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,02.11.2025 13:51:37,0,0.0
1748,Dotyczy: Brak sygnału sterującego otwarciem szuflady (RJ11) stanowisko 7,"Opis: Dotyczy: Brak sygnału sterującego otwarciem szuflady (RJ11) stanowisko 7 Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Kabel podłączony poprawnie, sygnał dociera.",Szuflada - Awaria otwarcia,[System] Incident,02.11.2025 14:40:45,3,0.9
1749,Błąd uruchamiania Microsoft Outlook - blokuje obsługę klienta.,Opis: Błąd uruchamiania Microsoft Outlook - blokuje obsługę klienta. Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,02.11.2025 10:33:07,0,0.0
1750,Błąd synchronizacji hasła,Opis: Błąd synchronizacji hasła Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,02.11.2025 18:46:45,0,0.0
1751,Błąd konfiguracji adresu IP,Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,02.11.2025 15:44:36,0,0.0
1752,Brak dostępu do folderu wspóldzielonego,Opis: Brak dostępu do folderu wspóldzielonego Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,02.11.2025 14:31:38,0,0.0
1753,Błąd konfiguracji adresu IP,Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,02.11.2025 18:17:17,0,0.0
1754,Prośba o nadanie uprawnień do grupy,Opis: Prośba o nadanie uprawnień do grupy Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,02.11.2025 10:47:05,0,0.0
1755,błąd licencji pakietu Office - prośba o pilną weryfikację.,Opis: błąd licencji pakietu Office - prośba o pilną weryfikację. Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Aplikacja uruchamia się poprawnie.,Inne,[System] Incident,02.11.2025 18:10:02,0,0.0
1756,Awaria mikroserwisu obsługi mobile zamówienie nie dociera do POS aplikacja lojalnościowa,Opis: Awaria mikroserwisu obsługi mobile zamówienie nie dociera do POS aplikacja lojalnościowa Działanie naprawcze: Zrestartowano bramkę API integrującą mobile z POS. Podsumowanie: Usługa przywrócona przez dostawcę zewnętrznego.,Aplikacja mobilna - Błąd API,[System] Incident,02.11.2025 15:26:20,4,0.9
1757, Brak reakcji interfejsu na dotyk - freeze wyciek pamięci RAM,"Opis:  Brak reakcji interfejsu na dotyk - freeze wyciek pamięci RAM Działanie naprawcze: Oczyszczono pamięć podręczną aplikacji i zaktualizowano sterowniki dotyku. Podsumowanie: Problem rozwiązany, zalecana obserwacja wydajności.",POS - Zawieszenie aplikacji,[System] Incident,02.11.2025 12:46:31,4,0.9
1758,Brak dostępu do sieci Wi-Fi,Opis: Brak dostępu do sieci Wi-Fi Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,02.11.2025 09:58:34,0,0.0
1759,Dotyczy: Błąd synchronizacji ewidencji czasu pracy z serwerem dla pracownika Sonia,"Opis: Dotyczy: Błąd synchronizacji ewidencji czasu pracy z serwerem dla pracownika Sonia Działanie naprawcze: Wymuszono ręczną synchronizację danych z serwerem centralnym. Podsumowanie: Problem wynikał z chwilowego braku sieci, dane uzupełnione.",RCP - Błąd synchronizacji,[System] Incident,02.11.2025 11:37:51,3,0.9
1760,Niska przepustowość łącza internetowego,Opis: Niska przepustowość łącza internetowego Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,02.11.2025 14:13:50,0,0.0
1761,Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji nie przyjmuje zamówień,"Opis: Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji nie przyjmuje zamówień Działanie naprawcze: Zrestartowano kiosk (odcięcie zasilania). Podsumowanie: Kiosk uruchomił się poprawnie, dotyk działa.",Kiosk - Awaria dotyku,[System] Incident,02.11.2025 12:18:36,6,0.9
1762,Prośba o wsparcie: Awaria switcha w szafie rack,Opis: Prośba o wsparcie: Awaria switcha w szafie rack Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,02.11.2025 22:05:28,0,0.0
1763,problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,02.11.2025 13:54:49,0,0.0
1764,Błąd autoryzacji tokena karty klienta komunikat: system offline transakcja bez identyfikacji system lojalnościowy,"Opis: Błąd autoryzacji tokena karty klienta komunikat: system offline transakcja bez identyfikacji system lojalnościowy Działanie naprawcze: Zgłoszono incydent do dostawcy systemu lojalnościowego. Podsumowanie: Serwer lojalnościowy odpowiada, punkty naliczają się.",Loyalty - Niedostępność serwisu,[System] Incident,02.11.2025 11:08:47,4,0.9
1765,Błąd tarowania - wartość poza zakresem waga CAS wymagana ponowna kalibracja,Opis: Błąd tarowania - wartość poza zakresem waga CAS wymagana ponowna kalibracja Działanie naprawcze: Odłączono i podłączono ponownie zasilanie wagi. Podsumowanie: Komunikacja z POS przywrócona.,Waga - Błąd kalibracji,[System] Incident,02.11.2025 16:43:14,4,0.9
1766,Konto użytkownika wygasło komunikat: Invalid Credentials,"Opis: Konto użytkownika wygasło komunikat: Invalid Credentials Działanie naprawcze: Przeprogramowano kartę magnetyczną użytkownika. Podsumowanie: Konto odblokowane, karta działa.",Dostęp - Błąd autoryzacji POS,[System] Service request,02.11.2025 14:35:45,4,0.9
1767,Program antywirusowy blokuje aplikacje,"Opis: Program antywirusowy blokuje aplikacje Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,02.11.2025 23:33:35,0,0.0
1768,Błąd tarowania - wartość poza zakresem waga Dibal wartość ujemna na wyświetlaczu - prośba o pilną weryfikację.,Opis: Błąd tarowania - wartość poza zakresem waga Dibal wartość ujemna na wyświetlaczu - prośba o pilną weryfikację. Działanie naprawcze: Przeprowadzono procedurę kalibracji serwisowej. Podsumowanie: Kalibracja zakończona sukcesem.,Waga - Błąd kalibracji,[System] Incident,02.11.2025 10:17:49,4,0.9
1769,Nie działa logowanie do portalu pracowniczego,Opis: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,02.11.2025 13:34:28,0,0.0
1770,Błąd systemu: Drukarka sieciowa w biurze offline,Opis: Błąd systemu: Drukarka sieciowa w biurze offline Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,02.11.2025 10:27:15,0,0.0
1771,Mysz bezprzewodowa nie paruje się z odbiornikiem - blokuje obsługę klienta.,"Opis: Mysz bezprzewodowa nie paruje się z odbiornikiem - blokuje obsługę klienta. Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,02.11.2025 12:00:49,0,0.0
1772,brak dostępu do dysku sieciowego Z:,"Opis: brak dostępu do dysku sieciowego Z: Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,02.11.2025 12:40:04,0,0.0
1773,Przeglądarka Chrome nie ładuje stron intranetu,"Opis: Przeglądarka Chrome nie ładuje stron intranetu Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,02.11.2025 21:42:05,0,0.0
1774,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,02.11.2025 10:32:21,0,0.0
1775,Błąd czujnika otwarcia szuflady stanowisko 13 awaria mechaniczna - wymagany restart nie pomógł.,"Opis: Błąd czujnika otwarcia szuflady stanowisko 13 awaria mechaniczna - wymagany restart nie pomógł. Działanie naprawcze: Usunięto monetę blokującą prowadnicę. Podsumowanie: Kabel podłączony poprawnie, sygnał dociera.",Szuflada - Awaria otwarcia,[System] Incident,02.11.2025 15:22:27,3,0.9
1776,incydent: Brak dostepu do sieci Wi-Fi,Opis: incydent: Brak dostepu do sieci Wi-Fi Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Awaria infrastruktury usunięta.,Inne,[System] Incident,02.11.2025 16:39:42,0,0.0
1777,Bląd czujnika otwarcia szuflady awaria mechaniczna,Opis: Bląd czujnika otwarcia szuflady awaria mechaniczna Działanie naprawcze: Wymieniono wkład szuflady na zapasowy. Podsumowanie: Szuflada otwiera się automatycznie.,Szuflada - Awaria otwarcia,[System] Incident,02.11.2025 14:53:49,3,0.9
1778,Konto użytkownika wygasło wymagany reset uprawnień - błąd powtarzalny.,"Opis: Konto użytkownika wygasło wymagany reset uprawnień - błąd powtarzalny. Działanie naprawcze: Odblokowano konto po weryfikacji tożsamości. Podsumowanie: Konto odblokowane, karta działa.",Dostęp - Błąd autoryzacji POS,[System] Service request,02.11.2025 23:59:24,4,0.9
1779, Prośba o korektę czasu pracy - zapomniane odbicie pracownik Anastazja odbicie prywatne zamiast służbowego korekta czasu,"Opis:  Prośba o korektę czasu pracy - zapomniane odbicie pracownik Anastazja odbicie prywatne zamiast służbowego korekta czasu Działanie naprawcze: Zweryfikowano obecność pracownika na monitoringu. Podsumowanie: Korekta wprowadzona, czas pracy zgodny.",RCP - Korekta czasu,[System] Service request,02.11.2025 11:38:29,4,0.9
1780,Brak dostępu do zasobów zewnętrznych,Opis: Brak dostępu do zasobów zewnętrznych Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,02.11.2025 12:15:22,0,0.0
1781,Nie działa logowanie do portalu pracowniczego,Opis: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,02.11.2025 09:24:27,0,0.0
1782,Czarny ekran na stanowisku sprzedażowym - proces tła działa stanowisko nr 6 wymagany twardy reset - blokuje obsługę klienta. system pos,Opis: Czarny ekran na stanowisku sprzedażowym - proces tła działa stanowisko nr 6 wymagany twardy reset - blokuje obsługę klienta. system pos Działanie naprawcze: Zabito proces aplikacji POS w menedżerze zadań i uruchomiono ponownie. Podsumowanie: Aplikacja działa płynnie po restarcie.,POS - Zawieszenie aplikacji,[System] Incident,02.11.2025 23:37:15,4,0.9
1783,Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji nie przyjmuje zamówień - prośba o interwencję.,"Opis: Awaria kontrolera dotyku w kiosku samoobsługowym urządzenie wyłączone z eksploatacji nie przyjmuje zamówień - prośba o interwencję. Działanie naprawcze: Zrestartowano kiosk (odcięcie zasilania). Podsumowanie: Problem rozwiązany, kiosk przyjmuje zamówienia.",Kiosk - Awaria dotyku,[System] Incident,02.11.2025 10:13:19,6,0.9
1784, Wygasło hasło do systemu Windows,Opis:  Wygasło hasło do systemu Windows Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,02.11.2025 17:27:56,0,0.0
1785,Wymagany serwis: Uszkodzona matryca w laptopie służbowym,Opis: Wymagany serwis: Uszkodzona matryca w laptopie służbowym Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,02.11.2025 12:08:15,0,0.0
1786,Brak tonera w drukarce korytarzowej,Opis: Brak tonera w drukarce korytarzowej Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,03.11.2025 07:19:03,0,0.0
1787,Brak dostępu do folderu współdzielonego,Opis: Brak dostępu do folderu współdzielonego Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,03.11.2025 12:44:46,0,0.0
1788,dotyczy: Bląd komunikacji RS232 z drukarką fiskalna,Opis: dotyczy: Bląd komunikacji RS232 z drukarką fiskalna Działanie naprawcze: Odblokowano mechanizm tnący i usunięto zacięty papier. Podsumowanie: Zgłoszenie przekazane do serwisu zewnętrznego.,Drukarka fiskalna - Błąd pamięci,[System] Incident,03.11.2025 11:30:26,4,0.9
1789,Wymagany serwis: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson dioda Error świeci ciągle - prośba o pilną weryfikację.,"Opis: Wymagany serwis: Błąd komunikacji RS232 z drukarką fiskalną drukarka Epson dioda Error świeci ciągle - prośba o pilną weryfikację. Działanie naprawcze: Wezwano serwis zewnętrzny producenta drukarki. Podsumowanie: Drukarka fiskalna gotowa do pracy, paragon testowy wydrukowany.",Drukarka fiskalna - Błąd pamięci,[System] Incident,03.11.2025 11:35:23,4,0.9
1790,Monitor zewnętrzny nie wykrywa sygnału,Opis: Monitor zewnętrzny nie wykrywa sygnału Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Użytkownik potwierdził rozwiązanie problemu.,Inne,[System] Incident,03.11.2025 10:47:32,0,0.0
1791,Problem z uwierzytelnianiem dwuskładnikowym (MFA),Opis: Problem z uwierzytelnianiem dwuskładnikowym (MFA) Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Uprawnienia zostały zaktualizowane.,Inne,[System] Service request,03.11.2025 12:04:35,0,0.0
1792,Artefakty graficzne w interfejsie użytkownika na ekranie logowania,"Opis: Artefakty graficzne w interfejsie użytkownika na ekranie logowania Działanie naprawcze: Przeładowano interfejs użytkownika (UI Reload). Podsumowanie: Interfejs wyświetla się poprawnie, artefakty zniknęły.",POS - Błąd interfejsu,[System] Incident,03.11.2025 08:17:26,3,0.9
1793,Dotyczy: Konto pocztowe przepełnione,Opis: Dotyczy: Konto pocztowe przepełnione Działanie naprawcze: Zresetowano hasło i wymuszono zmianę przy logowaniu. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,03.11.2025 17:44:26,0,0.0
1794,Awaria stacji dokującej laptopa,Opis: Awaria stacji dokującej laptopa Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,03.11.2025 13:53:27,0,0.0
1795,Awaria: Mechaniczne zablokowanie prowadnicy szuflady stanowisko 7,"Opis: Awaria: Mechaniczne zablokowanie prowadnicy szuflady stanowisko 7 Działanie naprawcze: Sprawdzono podłączenie kabla RJ11 do drukarki fiskalnej. Podsumowanie: Problem rozwiązany, zamek działa płynnie.",Szuflada - Awaria otwarcia,[System] Incident,03.11.2025 15:18:25,3,0.9
1796,Incydent: Nie działa logowanie do portalu pracowniczego,Opis: Incydent: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Zwiększono limit quota dla skrzynki pocztowej. Podsumowanie: Problem z logowaniem rozwiązany.,Inne,[System] Service request,03.11.2025 11:02:18,0,0.0
1797,Błąd systemu: Teams nie łączy z spotkaniem,Opis: Błąd systemu: Teams nie łączy z spotkaniem Działanie naprawcze: Dodano wyjątek w zaporze sieciowej. Podsumowanie: Dostęp do zasobów sieciowych przywrócony.,Inne,[System] Incident,03.11.2025 13:47:40,0,0.0
1798,Nie działa logowanie do portalu pracowniczego,Opis: Nie działa logowanie do portalu pracowniczego Działanie naprawcze: Odblokowano konto w Active Directory. Podsumowanie: Dostęp do konta przywrócony.,Inne,[System] Service request,03.11.2025 17:47:12,0,0.0
1799,Wymagany serwis: Uszkodzone gniazdo LAN w ścianie,"Opis: Wymagany serwis: Uszkodzone gniazdo LAN w ścianie Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,03.11.2025 18:00:25,0,0.0
1800,Słuchawki z mikrofonem nie są wykrywane przez system,Opis: Słuchawki z mikrofonem nie są wykrywane przez system Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Urządzenie przywrócone do pełnej sprawności.,Inne,[System] Incident,03.11.2025 09:38:03,0,0.0
1801,Zgłoszenie awarii: Błąd uruchamiania Microsoft Outlook - wymagany restart nie pomógł.,Opis: Zgłoszenie awarii: Błąd uruchamiania Microsoft Outlook - wymagany restart nie pomógł. Działanie naprawcze: Wyczyszczono profil użytkownika i pliki tymczasowe. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,03.11.2025 09:45:50,0,0.0
1802,Incydent: Excel zawiesza się przy otwieraniu pliku,"Opis: Incydent: Excel zawiesza się przy otwieraniu pliku Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,03.11.2025 09:59:05,0,0.0
1803,Brak dostępu do folderu współdzielonego,Opis: Brak dostępu do folderu współdzielonego Działanie naprawcze: Nadano wymagane uprawnienia do grupy bezpieczeństwa. Podsumowanie: Użytkownik zalogował się pomyślnie.,Inne,[System] Service request,03.11.2025 11:39:41,0,0.0
1804,Błąd konfiguracji adresu IP,Opis: Błąd konfiguracji adresu IP Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,03.11.2025 13:27:52,0,0.0
1805,Problem z certyfikatem VPN,"Opis: Problem z certyfikatem VPN Działanie naprawcze: Przeinstalowano pakiet oprogramowania biurowego. Podsumowanie: Problem rozwiązany, użytkownik może pracować.",Inne,[System] Incident,03.11.2025 11:41:19,0,0.0
1806,Błąd serwisu kolejkowania zamówien kuchennych ekran ekspedycji system offline,Opis: Błąd serwisu kolejkowania zamówien kuchennych ekran ekspedycji system offline Działanie naprawcze: Zrestartowano usługę KDS Service na serwerze. Podsumowanie: Obraz na ekranie kuchennym powrócił.,KDS - Brak sygnału wideo,[System] Incident,03.11.2025 09:07:03,3,0.9
1807,Utrata połączenia z serwerem plików,Opis: Utrata połączenia z serwerem plików Działanie naprawcze: Zrestartowano urządzenia sieciowe w lokalizacji. Podsumowanie: Dostęp do internetu i intranetu przywrócony.,Inne,[System] Incident,03.11.2025 12:35:21,0,0.0
1808,błąd systemu: Brak reakcji interfejsu na dotyk - freeze terminal kasjerski,"Opis: błąd systemu: Brak reakcji interfejsu na dotyk - freeze terminal kasjerski Działanie naprawcze: Przeinstalowano aplikację sprzedażową na stanowisku. Podsumowanie: Stanowisko przywrócone do pracy, brak ponownych zawieszeń.",POS - Zawieszenie aplikacji,[System] Incident,03.11.2025 15:23:01,4,0.9
1809,Utrata połączenia z serwerem plików,Opis: Utrata połączenia z serwerem plików Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,03.11.2025 18:29:16,0,0.0
1810,Prośba o wsparcie: Brak sygnału sterującego otwarciem szuflady (RJ11) stanowisko 11 nie można wydać reszty,"Opis: Prośba o wsparcie: Brak sygnału sterującego otwarciem szuflady (RJ11) stanowisko 11 nie można wydać reszty Działanie naprawcze: Wymieniono wkład szuflady na zapasowy. Podsumowanie: Usunięto blokadę mechaniczną, sprzęt sprawny.",Szuflada - Awaria otwarcia,[System] Incident,03.11.2025 17:24:59,3,0.9
1811,Bład sumy kontrolnej pamięci fiskalnej drukarka Epson,Opis: Bład sumy kontrolnej pamięci fiskalnej drukarka Epson Działanie naprawcze: Wezwano serwis zewnętrzny producenta drukarki. Podsumowanie: Zgłoszenie przekazane do serwisu zewnętrznego.,Drukarka fiskalna - Błąd pamięci,[System] Incident,03.11.2025 11:56:11,3,0.9
1812,Awaria switcha w szafie rack,Opis: Awaria switcha w szafie rack Działanie naprawcze: Sprawdzono trasę pakietów i odblokowano porty. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,03.11.2025 12:30:55,0,0.0
1813,Sluchawki z mikrofonem nie są wykrywane przez system,"Opis: Sluchawki z mikrofonem nie są wykrywane przez system Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,03.11.2025 11:53:19,0,0.0
1814,Awaria: Błąd synchronizacji ewidencji czasu pracy z serwerem dotyczy całego zespołu,"Opis: Awaria: Błąd synchronizacji ewidencji czasu pracy z serwerem dotyczy całego zespołu Działanie naprawcze: Wymuszono ręczną synchronizację danych z serwerem centralnym. Podsumowanie: Synchronizacja przywrócona, brakujące odbicia pojawiły się w systemie.",RCP - Błąd synchronizacji,[System] Incident,03.11.2025 13:49:03,3,0.9
1815,skaner dokumentów nie pobiera kartek,"Opis: skaner dokumentów nie pobiera kartek Działanie naprawcze: Wymieniono sprzęt na zapasowy z magazynu IT. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,03.11.2025 19:42:35,0,0.0
1816,klawiatura numeryczna nie działa,"Opis: klawiatura numeryczna nie działa Działanie naprawcze: Zgłoszono naprawę gwarancyjną u producenta. Podsumowanie: Zgłoszenie zamknięte, sprzęt sprawny.",Inne,[System] Incident,03.11.2025 09:10:18,0,0.0
1817,Opóźnienie replikacji cennika z serwera centralnego - błąd powtarzalny.,"Opis: Opóźnienie replikacji cennika z serwera centralnego - błąd powtarzalny. Działanie naprawcze: Sprawdzono logi serwera i usunięto blokadę transakcji. Podsumowanie: Problem rozwiązany, promocje są widoczne.",System - Opóźnienie replikacji,[System] Incident,03.11.2025 14:35:35,3,0.9
1818,Monitor zewnętrzny nie wykrywa sygnału,Opis: Monitor zewnętrzny nie wykrywa sygnału Działanie naprawcze: Przeczyszczono styki i sprawdzono okablowanie. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,03.11.2025 18:25:40,0,0.0
1819, Monitor zewnętrzny nie wykrywa sygnału,Opis:  Monitor zewnętrzny nie wykrywa sygnału Działanie naprawcze: Zaktualizowano firmware urządzenia. Podsumowanie: Sprzęt działa poprawnie po wymianie.,Inne,[System] Incident,03.11.2025 17:21:31,0,0.0
1820,Błąd systemu: Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę,"Opis: Błąd systemu: Artefakty graficzne w interfejsie użytkownika uniemożliwia pracę Działanie naprawcze: Przeładowano interfejs użytkownika (UI Reload). Podsumowanie: Interfejs wyświetla się poprawnie, artefakty zniknęły.",POS - Błąd interfejsu,[System] Incident,03.11.2025 08:30:15,3,0.9
1821,Teams nie łączy z spotkaniem,Opis: Teams nie łączy z spotkaniem Działanie naprawcze: Zaktualizowano system operacyjny i sterowniki. Podsumowanie: Błąd nie występuje po aktualizacji.,Inne,[System] Incident,03.11.2025 17:04:31,0,0.0
1822,Bład konfiguracji adresu IP - prośba o interwencje.,Opis: Bład konfiguracji adresu IP - prośba o interwencje. Działanie naprawcze: Przełączono na łącze zapasowe. Podsumowanie: Telefon VoIP loguje się do centrali.,Inne,[System] Incident,03.11.2025 19:01:33,0,0.0
1823,Błąd tarowania - wartość poza zakresem waga CAS,"Opis: Błąd tarowania - wartość poza zakresem waga CAS Działanie naprawcze: Przeprowadzono procedurę kalibracji serwisowej. Podsumowanie: Usunięto przeszkodę blokującą szalkę, waga działa.",Waga - Błąd kalibracji,[System] Incident,03.11.2025 09:30:03,4,0.9
1824,Brak reakcji interfejsu na dotyk - freeze terminal kasjerski wyciek pamięci RAM,"Opis: Brak reakcji interfejsu na dotyk - freeze terminal kasjerski wyciek pamięci RAM Działanie naprawcze: Wykonano pełny restart stanowiska kasowego. Podsumowanie: Stanowisko przywrócone do pracy, brak ponownych zawieszeń.",POS - Zawieszenie aplikacji,[System] Incident,03.11.2025 13:09:11,4,0.9
